SO THU TU: 1
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0,0.785398,1.5708,1.67363,0.241279,0.475884,
1.0472,0.785398,1.5708,0.031661,-7.63614e-19,0.00127152,
1.0472,0.785398,1.5708,-0.0208029,-0.0249415,0.00405058,
1.0472,0.785398,1.5708,0.000198543,0,-2.13683e-05,
Inertia Matrix
3.18577,-0.163457,-0.139706,0.0105519,0,0,
-0.163457,2.13825,0.379715,-0.0010085,0,0,
-0.139706,0.379715,0.369296,-0.0010085,0.000581345,0,
0.0105519,-0.0010085,-0.0010085,0.0107916,0,0,
0,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 64
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0,0.785398,1.5708,3.53995,6.872e-16,-0.49407,
0,0.785398,1.5708,33.8335,31.8137,-0.438852,
0.785398,0.785398,1.5708,-5.31451,-6.14223,0.243898,
1.0472,0.785398,1.5708,0.0342549,0.0152735,-0.00798833,
1.0472,0.785398,1.5708,-0.0179209,-0.0227275,0.00287561,
1.0472,0.785398,1.5708,0.000173897,0,-1.75746e-05,
Inertia Matrix
2.78637,-0.125052,-0.101301,0.00771534,0.000405861,0,
-0.125052,1.58697,0.104075,0,0,0,
-0.101301,0.104075,0.369296,-0.0010085,0.000581345,0,
0.00771534,0,-0.0010085,0.0107916,0,0,
0.000405861,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 65
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0,0.785398,1.5708,4.12139,-2.0465e-17,-0.102844,
0,0.785398,1.5708,31.066,29.0282,-0.0091824,
1.5708,0.785398,1.5708,-8.37111,-8.9277,0.00815893,
1.0472,0.785398,1.5708,0.024442,0.0216,-0.0125063,
1.0472,0.785398,1.5708,-0.0019465,-0.0072,0.00144538,
1.0472,0.785398,1.5708,0.00017032,0,9.03131e-06,
Inertia Matrix
2.71914,-0.0273063,-0.00355529,0,0.000930375,0,
-0.0273063,1.34641,-0.0162016,0,0.000270449,0,
-0.00355529,-0.0162016,0.369296,-0.0010085,0.000581345,0,
0,0,-0.0010085,0.0107916,0,0,
0.000930375,0.000270449,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 66
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,5.9477,-8.82144e-16,-0.714642,
0,0.785398,1.5708,52.5684,46.8836,-0.00459961,
-1.5708,0.785398,1.5708,10.6677,8.9277,-0.0306992,
1.0472,0.785398,1.5708,0.00317009,-0.0216,0.014181,
1.0472,0.785398,1.5708,0.0110643,0.0072,0.00369403,
1.0472,0.785398,1.5708,0.000249408,0,3.37053e-05,
Inertia Matrix
4.26113,-0.0201957,0.00355529,-0.00112074,-0.00200735,0,
-0.0201957,2.88841,0.754795,-0.00194119,0.000892241,0,
0.00355529,0.754795,0.369296,-0.0010085,0.000581345,0,
-0.00112074,-0.00194119,-0.0010085,0.0107916,0,0,
-0.00200735,0.000892241,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 67
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,4.06348,-6.75955e-16,-1.72822,
0,0.785398,1.5708,49.2387,44.4393,-0.235011,
-0.785398,0.785398,1.5708,8.34855,6.48345,0.417022,
1.0472,0.785398,1.5708,0.0185913,-0.0152735,0.0102604,
1.0472,0.785398,1.5708,-0.008529,-0.0125452,0.00465748,
1.0472,0.785398,1.5708,0.000229821,0,-1.27468e-07,
Inertia Matrix
3.89816,-0.120024,-0.0962733,0.0068919,-0.00167142,0,
-0.120024,2.67732,0.649252,-0.00166801,0,0,
-0.0962733,0.649252,0.369296,-0.0010085,0.000581345,0,
0.0068919,-0.00166801,-0.0010085,0.0107916,0,0,
-0.00167142,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 68
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,3.12635,1.0548e-16,-1.41718,
0,0.785398,1.5708,41.4235,38.1972,-0.469765,
0,0.785398,1.5708,1.67363,0.241279,0.475884,
1.0472,0.785398,1.5708,0.031661,-7.63614e-19,0.00127152,
1.0472,0.785398,1.5708,-0.0208029,-0.0249415,0.00405058,
1.0472,0.785398,1.5708,0.000198543,0,-2.13683e-05,
Inertia Matrix
3.18577,-0.163457,-0.139706,0.0105519,0,0,
-0.163457,2.13825,0.379715,-0.0010085,0,0,
-0.139706,0.379715,0.369296,-0.0010085,0.000581345,0,
0.0105519,-0.0010085,-0.0010085,0.0107916,0,0,
0,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 69
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,3.53995,6.872e-16,-0.49407,
0,0.785398,1.5708,33.8335,31.8137,-0.438852,
0.785398,0.785398,1.5708,-5.31451,-6.14223,0.243898,
1.0472,0.785398,1.5708,0.0342549,0.0152735,-0.00798833,
1.0472,0.785398,1.5708,-0.0179209,-0.0227275,0.00287561,
1.0472,0.785398,1.5708,0.000173897,0,-1.75746e-05,
Inertia Matrix
2.78637,-0.125052,-0.101301,0.00771534,0.000405861,0,
-0.125052,1.58697,0.104075,0,0,0,
-0.101301,0.104075,0.369296,-0.0010085,0.000581345,0,
0.00771534,0,-0.0010085,0.0107916,0,0,
0.000405861,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 70
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,4.12139,-2.0465e-17,-0.102844,
0,0.785398,1.5708,31.066,29.0282,-0.0091824,
1.5708,0.785398,1.5708,-8.37111,-8.9277,0.00815893,
1.0472,0.785398,1.5708,0.024442,0.0216,-0.0125063,
1.0472,0.785398,1.5708,-0.0019465,-0.0072,0.00144538,
1.0472,0.785398,1.5708,0.00017032,0,9.03131e-06,
Inertia Matrix
2.71914,-0.0273063,-0.00355529,0,0.000930375,0,
-0.0273063,1.34641,-0.0162016,0,0.000270449,0,
-0.00355529,-0.0162016,0.369296,-0.0010085,0.000581345,0,
0,0,-0.0010085,0.0107916,0,0,
0.000930375,0.000270449,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 71
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
1.5708,0.785398,1.5708,5.9477,-8.82144e-16,-0.714642,
0,0.785398,1.5708,52.5684,46.8836,-0.00459961,
-1.5708,0.785398,1.5708,10.6677,8.9277,-0.0306992,
1.0472,0.785398,1.5708,0.00317009,-0.0216,0.014181,
1.0472,0.785398,1.5708,0.0110643,0.0072,0.00369403,
1.0472,0.785398,1.5708,0.000249408,0,3.37053e-05,
Inertia Matrix
4.26113,-0.0201957,0.00355529,-0.00112074,-0.00200735,0,
-0.0201957,2.88841,0.754795,-0.00194119,0.000892241,0,
0.00355529,0.754795,0.369296,-0.0010085,0.000581345,0,
-0.00112074,-0.00194119,-0.0010085,0.0107916,0,0,
-0.00200735,0.000892241,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 72
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
1.5708,0.785398,1.5708,4.06348,-6.75955e-16,-1.72822,
0,0.785398,1.5708,49.2387,44.4393,-0.235011,
-0.785398,0.785398,1.5708,8.34855,6.48345,0.417022,
1.0472,0.785398,1.5708,0.0185913,-0.0152735,0.0102604,
1.0472,0.785398,1.5708,-0.008529,-0.0125452,0.00465748,
1.0472,0.785398,1.5708,0.000229821,0,-1.27468e-07,
Inertia Matrix
3.89816,-0.120024,-0.0962733,0.0068919,-0.00167142,0,
-0.120024,2.67732,0.649252,-0.00166801,0,0,
-0.0962733,0.649252,0.369296,-0.0010085,0.000581345,0,
0.0068919,-0.00166801,-0.0010085,0.0107916,0,0,
-0.00167142,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 73
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
1.5708,0.785398,1.5708,3.12635,1.0548e-16,-1.41718,
0,0.785398,1.5708,41.4235,38.1972,-0.469765,
0,0.785398,1.5708,1.67363,0.241279,0.475884,
1.0472,0.785398,1.5708,0.031661,-7.63614e-19,0.00127152,
1.0472,0.785398,1.5708,-0.0208029,-0.0249415,0.00405058,
1.0472,0.785398,1.5708,0.000198543,0,-2.13683e-05,
Inertia Matrix
3.18577,-0.163457,-0.139706,0.0105519,0,0,
-0.163457,2.13825,0.379715,-0.0010085,0,0,
-0.139706,0.379715,0.369296,-0.0010085,0.000581345,0,
0.0105519,-0.0010085,-0.0010085,0.0107916,0,0,
0,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 74
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
1.5708,0.785398,1.5708,3.53995,6.872e-16,-0.49407,
0,0.785398,1.5708,33.8335,31.8137,-0.438852,
0.785398,0.785398,1.5708,-5.31451,-6.14223,0.243898,
1.0472,0.785398,1.5708,0.0342549,0.0152735,-0.00798833,
1.0472,0.785398,1.5708,-0.0179209,-0.0227275,0.00287561,
1.0472,0.785398,1.5708,0.000173897,0,-1.75746e-05,
Inertia Matrix
2.78637,-0.125052,-0.101301,0.00771534,0.000405861,0,
-0.125052,1.58697,0.104075,0,0,0,
-0.101301,0.104075,0.369296,-0.0010085,0.000581345,0,
0.00771534,0,-0.0010085,0.0107916,0,0,
0.000405861,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 75
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
1.5708,0.785398,1.5708,4.12139,-2.0465e-17,-0.102844,
0,0.785398,1.5708,31.066,29.0282,-0.0091824,
1.5708,0.785398,1.5708,-8.37111,-8.9277,0.00815893,
1.0472,0.785398,1.5708,0.024442,0.0216,-0.0125063,
1.0472,0.785398,1.5708,-0.0019465,-0.0072,0.00144538,
1.0472,0.785398,1.5708,0.00017032,0,9.03131e-06,
Inertia Matrix
2.71914,-0.0273063,-0.00355529,0,0.000930375,0,
-0.0273063,1.34641,-0.0162016,0,0.000270449,0,
-0.00355529,-0.0162016,0.369296,-0.0010085,0.000581345,0,
0,0,-0.0010085,0.0107916,0,0,
0.000930375,0.000270449,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 76
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-1.5708,0.785398,1.5708,0.883441,1.36775e-15,-2.62496,
0.785398,0.785398,1.5708,38.1958,32.5841,0.836022,
-1.5708,0.785398,1.5708,8.29639,6.48345,0.199076,
1.0472,0.785398,1.5708,0.0194056,-0.0152735,0.0112561,
1.0472,0.785398,1.5708,-0.00659058,-0.0125452,0.0050089,
1.0472,0.785398,1.5708,0.000229821,0,-1.27468e-07,
Inertia Matrix
2.92614,-0.601908,-0.0962733,0.00704962,-0.0015137,0,
-0.601908,2.88841,0.754795,-0.00194119,0.000892241,0,
-0.0962733,0.754795,0.369296,-0.0010085,0.000581345,0,
0.00704962,-0.00194119,-0.0010085,0.0107916,0,0,
-0.0015137,0.000892241,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 77
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-1.5708,0.785398,1.5708,0.516039,8.44402e-16,-1.99222,
0.785398,0.785398,1.5708,30.7244,26.3419,0.173289,
-0.785398,0.785398,1.5708,1.95318,0.241279,0.332042,
1.0472,0.785398,1.5708,0.0316796,-7.63614e-19,0.00207829,
1.0472,0.785398,1.5708,-0.0188872,-0.0249415,0.00487775,
1.0472,0.785398,1.5708,0.000198543,0,-2.13683e-05,
Inertia Matrix
2.37164,-0.645341,-0.139706,0.0107096,0,0,
-0.645341,2.67732,0.649252,-0.00166801,0,0,
-0.139706,0.649252,0.369296,-0.0010085,0.000581345,0,
0.0107096,-0.00166801,-0.0010085,0.0107916,0,0,
0,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 78
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-1.5708,0.785398,1.5708,1.34724,8.65834e-16,-0.905129,
0.785398,0.785398,1.5708,22.6438,19.9584,-0.314174,
0,0.785398,1.5708,-4.86701,-6.14223,0.258423,
1.0472,0.785398,1.5708,0.0338871,0.0152735,-0.00756793,
1.0472,0.785398,1.5708,-0.0167297,-0.0227275,0.00396915,
1.0472,0.785398,1.5708,0.000173897,0,-1.75746e-05,
Inertia Matrix
2.1337,-0.606936,-0.101301,0.00787306,0.00056358,0,
-0.606936,2.13825,0.379715,-0.0010085,0,0,
-0.101301,0.379715,0.369296,-0.0010085,0.000581345,0,
0.00787306,-0.0010085,-0.0010085,0.0107916,0,0,
0.00056358,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 79
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-1.5708,0.785398,1.5708,1.94953,4.53744e-16,-0.603725,
0.785398,0.785398,1.5708,18.8387,17.173,-0.189621,
0.785398,0.785398,1.5708,-8.0178,-8.9277,0.17254,
1.0472,0.785398,1.5708,0.0243236,0.0216,-0.0124434,
1.0472,0.785398,1.5708,-0.00175742,-0.0072,0.0024399,
1.0472,0.785398,1.5708,0.00017032,0,9.03131e-06,
Inertia Matrix
2.13693,-0.50919,-0.00355529,0.000201488,0.00108809,0,
-0.50919,1.58697,0.104075,0,0,0,
-0.00355529,0.104075,0.369296,-0.0010085,0.000581345,0,
0.000201488,0,-0.0010085,0.0107916,0,0,
0.00108809,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 80
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-1.5708,0.785398,1.5708,2.11541,4.97476e-16,-0.734226,
0.785398,0.785398,1.5708,21.4055,19.6172,0.341494,
1.5708,0.785398,1.5708,-5.786,-6.48345,-0.00779006,
1.0472,0.785398,1.5708,0.00905955,0.0152735,-0.00922384,
1.0472,0.785398,1.5708,0.0166124,0.0125452,0.00053904,
1.0472,0.785398,1.5708,0.000189907,0,4.28641e-05,
Inertia Matrix
2.13431,-0.409361,0.0962733,-0.00781116,0.000752168,0,
-0.409361,1.34641,-0.0162016,0,0.000270449,0,
0.0962733,-0.0162016,0.369296,-0.0010085,0.000581345,0,
-0.00781116,0,-0.0010085,0.0107916,0,0,
0.000752168,0.000270449,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 81
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-0.785398,0.785398,1.5708,0.883441,1.36775e-15,-2.62496,
0.785398,0.785398,1.5708,38.1958,32.5841,0.836022,
-1.5708,0.785398,1.5708,8.29639,6.48345,0.199076,
1.0472,0.785398,1.5708,0.0194056,-0.0152735,0.0112561,
1.0472,0.785398,1.5708,-0.00659058,-0.0125452,0.0050089,
1.0472,0.785398,1.5708,0.000229821,0,-1.27468e-07,
Inertia Matrix
2.92614,-0.601908,-0.0962733,0.00704962,-0.0015137,0,
-0.601908,2.88841,0.754795,-0.00194119,0.000892241,0,
-0.0962733,0.754795,0.369296,-0.0010085,0.000581345,0,
0.00704962,-0.00194119,-0.0010085,0.0107916,0,0,
-0.0015137,0.000892241,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 82
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-0.785398,0.785398,1.5708,0.516039,8.44402e-16,-1.99222,
0.785398,0.785398,1.5708,30.7244,26.3419,0.173289,
-0.785398,0.785398,1.5708,1.95318,0.241279,0.332042,
1.0472,0.785398,1.5708,0.0316796,-7.63614e-19,0.00207829,
1.0472,0.785398,1.5708,-0.0188872,-0.0249415,0.00487775,
1.0472,0.785398,1.5708,0.000198543,0,-2.13683e-05,
Inertia Matrix
2.37164,-0.645341,-0.139706,0.0107096,0,0,
-0.645341,2.67732,0.649252,-0.00166801,0,0,
-0.139706,0.649252,0.369296,-0.0010085,0.000581345,0,
0.0107096,-0.00166801,-0.0010085,0.0107916,0,0,
0,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 83
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-0.785398,0.785398,1.5708,1.34724,8.65834e-16,-0.905129,
0.785398,0.785398,1.5708,22.6438,19.9584,-0.314174,
0,0.785398,1.5708,-4.86701,-6.14223,0.258423,
1.0472,0.785398,1.5708,0.0338871,0.0152735,-0.00756793,
1.0472,0.785398,1.5708,-0.0167297,-0.0227275,0.00396915,
1.0472,0.785398,1.5708,0.000173897,0,-1.75746e-05,
Inertia Matrix
2.1337,-0.606936,-0.101301,0.00787306,0.00056358,0,
-0.606936,2.13825,0.379715,-0.0010085,0,0,
-0.101301,0.379715,0.369296,-0.0010085,0.000581345,0,
0.00787306,-0.0010085,-0.0010085,0.0107916,0,0,
0.00056358,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 84
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-0.785398,0.785398,1.5708,1.94953,4.53744e-16,-0.603725,
0.785398,0.785398,1.5708,18.8387,17.173,-0.189621,
0.785398,0.785398,1.5708,-8.0178,-8.9277,0.17254,
1.0472,0.785398,1.5708,0.0243236,0.0216,-0.0124434,
1.0472,0.785398,1.5708,-0.00175742,-0.0072,0.0024399,
1.0472,0.785398,1.5708,0.00017032,0,9.03131e-06,
Inertia Matrix
2.13693,-0.50919,-0.00355529,0.000201488,0.00108809,0,
-0.50919,1.58697,0.104075,0,0,0,
-0.00355529,0.104075,0.369296,-0.0010085,0.000581345,0,
0.000201488,0,-0.0010085,0.0107916,0,0,
0.00108809,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 85
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
-0.785398,0.785398,1.5708,2.11541,4.97476e-16,-0.734226,
0.785398,0.785398,1.5708,21.4055,19.6172,0.341494,
1.5708,0.785398,1.5708,-5.786,-6.48345,-0.00779006,
1.0472,0.785398,1.5708,0.00905955,0.0152735,-0.00922384,
1.0472,0.785398,1.5708,0.0166124,0.0125452,0.00053904,
1.0472,0.785398,1.5708,0.000189907,0,4.28641e-05,
Inertia Matrix
2.13431,-0.409361,0.0962733,-0.00781116,0.000752168,0,
-0.409361,1.34641,-0.0162016,0,0.000270449,0,
0.0962733,-0.0162016,0.369296,-0.0010085,0.000581345,0,
-0.00781116,0,-0.0010085,0.0107916,0,0,
0.000752168,0.000270449,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 86
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0,0.785398,1.5708,0.883441,1.36775e-15,-2.62496,
0.785398,0.785398,1.5708,38.1958,32.5841,0.836022,
-1.5708,0.785398,1.5708,8.29639,6.48345,0.199076,
1.0472,0.785398,1.5708,0.0194056,-0.0152735,0.0112561,
1.0472,0.785398,1.5708,-0.00659058,-0.0125452,0.0050089,
1.0472,0.785398,1.5708,0.000229821,0,-1.27468e-07,
Inertia Matrix
2.92614,-0.601908,-0.0962733,0.00704962,-0.0015137,0,
-0.601908,2.88841,0.754795,-0.00194119,0.000892241,0,
-0.0962733,0.754795,0.369296,-0.0010085,0.000581345,0,
0.00704962,-0.00194119,-0.0010085,0.0107916,0,0,
-0.0015137,0.000892241,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 87
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0,0.785398,1.5708,0.516039,8.44402e-16,-1.99222,
0.785398,0.785398,1.5708,30.7244,26.3419,0.173289,
-0.785398,0.785398,1.5708,1.95318,0.241279,0.332042,
1.0472,0.785398,1.5708,0.0316796,-7.63614e-19,0.00207829,
1.0472,0.785398,1.5708,-0.0188872,-0.0249415,0.00487775,
1.0472,0.785398,1.5708,0.000198543,0,-2.13683e-05,
Inertia Matrix
2.37164,-0.645341,-0.139706,0.0107096,0,0,
-0.645341,2.67732,0.649252,-0.00166801,0,0,
-0.139706,0.649252,0.369296,-0.0010085,0.000581345,0,
0.0107096,-0.00166801,-0.0010085,0.0107916,0,0,
0,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 88
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0,0.785398,1.5708,1.34724,8.65834e-16,-0.905129,
0.785398,0.785398,1.5708,22.6438,19.9584,-0.314174,
0,0.785398,1.5708,-4.86701,-6.14223,0.258423,
1.0472,0.785398,1.5708,0.0338871,0.0152735,-0.00756793,
1.0472,0.785398,1.5708,-0.0167297,-0.0227275,0.00396915,
1.0472,0.785398,1.5708,0.000173897,0,-1.75746e-05,
Inertia Matrix
2.1337,-0.606936,-0.101301,0.00787306,0.00056358,0,
-0.606936,2.13825,0.379715,-0.0010085,0,0,
-0.101301,0.379715,0.369296,-0.0010085,0.000581345,0,
0.00787306,-0.0010085,-0.0010085,0.0107916,0,0,
0.00056358,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 89
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0,0.785398,1.5708,1.94953,4.53744e-16,-0.603725,
0.785398,0.785398,1.5708,18.8387,17.173,-0.189621,
0.785398,0.785398,1.5708,-8.0178,-8.9277,0.17254,
1.0472,0.785398,1.5708,0.0243236,0.0216,-0.0124434,
1.0472,0.785398,1.5708,-0.00175742,-0.0072,0.0024399,
1.0472,0.785398,1.5708,0.00017032,0,9.03131e-06,
Inertia Matrix
2.13693,-0.50919,-0.00355529,0.000201488,0.00108809,0,
-0.50919,1.58697,0.104075,0,0,0,
-0.00355529,0.104075,0.369296,-0.0010085,0.000581345,0,
0.000201488,0,-0.0010085,0.0107916,0,0,
0.00108809,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 90
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0,0.785398,1.5708,2.11541,4.97476e-16,-0.734226,
0.785398,0.785398,1.5708,21.4055,19.6172,0.341494,
1.5708,0.785398,1.5708,-5.786,-6.48345,-0.00779006,
1.0472,0.785398,1.5708,0.00905955,0.0152735,-0.00922384,
1.0472,0.785398,1.5708,0.0166124,0.0125452,0.00053904,
1.0472,0.785398,1.5708,0.000189907,0,4.28641e-05,
Inertia Matrix
2.13431,-0.409361,0.0962733,-0.00781116,0.000752168,0,
-0.409361,1.34641,-0.0162016,0,0.000270449,0,
0.0962733,-0.0162016,0.369296,-0.0010085,0.000581345,0,
-0.00781116,0,-0.0010085,0.0107916,0,0,
0.000752168,0.000270449,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 91
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,0.883441,1.36775e-15,-2.62496,
0.785398,0.785398,1.5708,38.1958,32.5841,0.836022,
-1.5708,0.785398,1.5708,8.29639,6.48345,0.199076,
1.0472,0.785398,1.5708,0.0194056,-0.0152735,0.0112561,
1.0472,0.785398,1.5708,-0.00659058,-0.0125452,0.0050089,
1.0472,0.785398,1.5708,0.000229821,0,-1.27468e-07,
Inertia Matrix
2.92614,-0.601908,-0.0962733,0.00704962,-0.0015137,0,
-0.601908,2.88841,0.754795,-0.00194119,0.000892241,0,
-0.0962733,0.754795,0.369296,-0.0010085,0.000581345,0,
0.00704962,-0.00194119,-0.0010085,0.0107916,0,0,
-0.0015137,0.000892241,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 92
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,0.516039,8.44402e-16,-1.99222,
0.785398,0.785398,1.5708,30.7244,26.3419,0.173289,
-0.785398,0.785398,1.5708,1.95318,0.241279,0.332042,
1.0472,0.785398,1.5708,0.0316796,-7.63614e-19,0.00207829,
1.0472,0.785398,1.5708,-0.0188872,-0.0249415,0.00487775,
1.0472,0.785398,1.5708,0.000198543,0,-2.13683e-05,
Inertia Matrix
2.37164,-0.645341,-0.139706,0.0107096,0,0,
-0.645341,2.67732,0.649252,-0.00166801,0,0,
-0.139706,0.649252,0.369296,-0.0010085,0.000581345,0,
0.0107096,-0.00166801,-0.0010085,0.0107916,0,0,
0,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 93
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,1.34724,8.65834e-16,-0.905129,
0.785398,0.785398,1.5708,22.6438,19.9584,-0.314174,
0,0.785398,1.5708,-4.86701,-6.14223,0.258423,
1.0472,0.785398,1.5708,0.0338871,0.0152735,-0.00756793,
1.0472,0.785398,1.5708,-0.0167297,-0.0227275,0.00396915,
1.0472,0.785398,1.5708,0.000173897,0,-1.75746e-05,
Inertia Matrix
2.1337,-0.606936,-0.101301,0.00787306,0.00056358,0,
-0.606936,2.13825,0.379715,-0.0010085,0,0,
-0.101301,0.379715,0.369296,-0.0010085,0.000581345,0,
0.00787306,-0.0010085,-0.0010085,0.0107916,0,0,
0.00056358,0,0.000581345,0,0.00064216,0,
0,0,0,0,0,0,



SO THU TU: 94
Angles 1 - 6, Velocity 1 - 6, Acc 1 - 6, Moment 1 - 6, Gravity 1 - 6, Coriolis 1 - 6
0.785398,0.785398,1.5708,1.94953,4.53744e-16,-0.603725,
0.785398,0.785398,1.5708,18.8387,17.173,-0.189621,
0.785398,0.785398,1.5708,-8.0178,-8.9277,0.17254,
1.0472,0.785398,1.5708,0.0243236,0.0216,-0.0124434,
